gene_id,s_dmso,s_drb_1,s_flavopiridol_2,s_triptolide_3
AALF012560,0,0,0,0
AALF012561,0,1,0,0
AALF012562,0,0,0,0
AALF012563,297,114,93,81
AALF012564,4,24,11,16
AALF012565,45,9,2,3
AALF012566,8,3,4,1
AALF012568,12,2,2,1
AALF012569,51,17,9,23
AALF012570,456,269,188,282
AALF012571,0,0,0,2
AALF012572,18,5,0,7
AALF012573,0,2,0,0
AALF012574,32,16,5,3
AALF012575,0,0,0,0
AALF012576,56,29,26,23
AALF012577,128,85,58,87
AALF012578,7,6,5,4
AALF012579,28,19,23,31
AALF012580,20,14,4,1
AALF012581,131,50,44,11
AALF012582,38,1,12,3
AALF012583,14,8,3,0
AALF012584,0,0,0,0
AALF012585,23,2,5,0
AALF012586,35,15,5,2
AALF012587,25,3,0,0
AALF012588,112,165,130,112
AALF012589,10,6,4,2
AALF012590,157,176,112,148
AALF012594,86,14,5,5
AALF012595,114,143,140,154
AALF012596,54,55,40,45
AALF012597,0,0,0,0
AALF012598,3,0,2,5
AALF012599,0,0,1,0
AALF012600,0,0,0,0
AALF012602,39,21,42,3
AALF012605,0,0,0,0
AALF012607,0,0,0,0
AALF012608,0,0,0,0
AALF012609,1,0,0,0
AALF012610,86,32,32,6
AALF012611,89,28,22,21
AALF012612,175,51,28,28
AALF012613,0,0,0,0
AALF012614,0,0,0,0
AALF012615,0,0,0,0
AALF012616,118,52,35,42
AALF012617,145,101,102,24
AALF012618,193,171,142,191
AALF012619,0,0,0,0
AALF012620,469,212,124,14
AALF012621,548,408,265,308
AALF012622,2127,2346,1741,2153
AALF012623,169,43,47,27
AALF012625,0,0,0,0
AALF012626,675,394,315,433
AALF012627,99,99,56,63
AALF012628,1013,1141,688,960
AALF012629,5,5,0,0
AALF012630,0,0,0,0
AALF012634,6,8,8,5
AALF012635,9,0,0,0
AALF012636,82,65,53,65
AALF012637,2,3,7,7
AALF012638,0,0,0,0
AALF012639,122,152,78,164
AALF012643,0,0,0,0
AALF012644,0,0,0,1
AALF012645,0,1,0,0
AALF012646,2458,658,431,224
AALF012649,0,0,0,0
AALF012659,0,0,0,0
AALF012670,0,0,0,3
AALF012671,0,0,0,0
AALF012672,0,0,0,0
AALF012673,0,0,0,0
AALF012674,0,0,0,0
AALF012675,0,0,0,0
AALF012676,0,0,0,0
AALF012677,0,1,0,0
AALF012678,0,0,0,0
AALF012679,141,38,16,6
AALF012680,127,73,62,15
AALF012681,18,3,4,2
AALF012682,100,36,16,27
AALF012683,398,513,439,460
AALF012684,0,0,0,0
AALF012685,142,77,51,41
AALF012686,276,186,103,130
AALF012687,94,152,130,30
AALF012688,173,109,76,75
AALF012689,121,64,45,16
AALF012690,308,183,166,150
AALF012691,346,546,301,423
AALF012692,18,17,11,11
AALF012693,153,139,92,110
AALF012694,12,8,19,10
AALF012695,0,3,1,0
AALF012696,0,0,0,1
AALF012698,0,0,0,0
AALF012699,130,109,78,131
AALF012700,98,115,86,97
AALF012701,1136,1250,811,988
AALF012702,0,0,0,0
AALF012703,3343,5696,5357,6764
AALF012704,0,1,0,0
AALF012705,0,0,0,4
AALF012708,2,3,0,2
AALF012709,0,0,0,0
AALF012710,0,0,0,0
AALF012711,0,0,0,0
AALF012712,0,0,0,0
AALF012716,0,1,1,1
AALF012717,0,1,0,0
AALF012718,5,0,1,0
AALF012719,7,0,2,0
AALF012720,7,11,0,4
AALF012721,2,6,0,0
AALF012722,0,0,0,0
AALF012724,0,0,0,0
AALF012725,0,0,0,0
AALF012726,256,37,18,7
AALF012727,771,1078,784,1044
AALF012728,19,7,4,2
AALF012729,19,1,5,3
AALF012730,17,1,3,0
AALF012731,29,15,3,2
AALF012732,21,17,3,0
AALF012733,4,3,0,1
AALF012734,0,1,0,0
AALF012735,0,0,0,0
AALF012736,0,0,0,0
AALF012738,209,74,42,76
AALF012739,3,0,0,15
AALF012740,0,0,1,0
AALF012741,152,41,30,33
AALF012742,77,30,1,5
AALF012743,921,386,307,338
AALF012749,55,114,56,83
AALF012750,30,48,29,41
AALF012752,16,16,6,5
AALF012753,620,465,249,77
AALF012754,4,3,2,0
AALF012755,14,9,15,5
AALF012756,0,0,0,0
AALF012757,0,0,0,0
AALF012760,10,17,13,12
AALF012762,0,0,0,0
AALF012763,0,0,0,0
AALF012764,0,0,0,0
AALF012765,3,0,0,1
AALF012766,24,13,10,9
AALF012767,1,9,0,2
AALF012768,305,140,109,119
AALF012769,11,44,106,4
AALF012770,5,4,14,5
AALF012771,13,13,3,11
AALF012772,62,2,5,3
AALF012773,0,0,2,5
AALF012774,2226,2726,1713,2346
AALF012777,0,1,0,0
AALF012778,113,87,76,106
AALF012779,310,301,214,319
AALF012780,1982,3152,2063,2770
AALF012781,231,232,193,314
AALF012782,8,28,6,11
AALF012783,208,159,107,138
AALF012784,0,0,0,0
AALF012785,0,0,0,0
AALF012786,180,22,35,20
AALF012790,19,14,9,17
AALF012791,0,0,0,0
AALF012792,34,37,23,30
AALF012793,7,0,2,2
AALF012794,7,4,0,0
AALF012795,24,1,4,1
AALF012796,12,2,2,1
AALF012797,492,509,377,498
AALF012798,0,0,0,0
AALF012799,8,13,6,20
AALF012800,166,91,59,70
AALF012801,387,527,332,432
AALF012802,216,103,59,25
AALF012803,957,831,566,641
AALF012804,281,143,100,131
AALF012805,394,436,311,392
AALF012806,64,16,16,22
AALF012807,37,5,5,2
AALF012808,13,11,15,0
AALF012809,0,0,0,0
AALF012810,0,0,0,0
AALF012811,5,14,10,10
AALF012812,1964,1202,1192,1605
AALF012813,320,83,63,89
AALF012814,203,57,47,46
AALF012815,1427,2119,1561,1736
AALF012816,380,81,87,71
AALF012817,0,0,0,0
AALF012818,0,0,0,0
AALF012819,0,0,0,0
AALF012823,0,0,0,0
AALF012826,120,216,134,189
AALF012827,30,14,13,7
AALF012828,140,33,30,8
AALF012830,11,0,0,1
AALF012831,85,74,77,60
AALF012832,0,0,0,0
AALF012833,18,17,18,21
AALF012835,70,11,5,9
AALF012836,124,14,27,26
AALF012837,186,59,37,63
AALF012838,0,0,0,0
AALF012839,1066,743,535,62
AALF012840,390,188,98,108
AALF012841,0,0,0,0
AALF012842,4,6,2,3
AALF012843,794,276,125,221
AALF012844,47,33,16,7
AALF012846,783,385,209,202
AALF012847,16,1,4,7
AALF012851,2,1,1,2
AALF012853,0,0,0,0
AALF012854,368,84,102,54
AALF012855,347,295,180,240
AALF012856,22,23,17,17
AALF012857,249,161,171,151
AALF012858,40,10,11,12
AALF012859,1365,1355,845,1090
AALF012860,196,22,27,6
AALF012861,0,0,0,0
AALF012862,0,0,0,0
AALF012865,0,0,0,0
AALF012871,3,0,1,0
AALF012873,0,1,0,0
AALF012874,1,0,0,2
AALF012875,236,155,88,55
AALF012876,1,0,0,0
AALF012877,0,0,0,0
AALF012878,45,18,7,18
AALF012879,2,11,7,13
AALF012880,0,0,0,0
AALF012881,0,0,0,0
AALF012883,0,0,0,0
AALF012884,101,27,16,15
AALF012885,33,4,1,0
AALF012886,12,1,1,0
AALF012887,7,0,2,3
AALF012888,18,9,2,3
AALF012889,2,1,0,4
AALF012890,83,20,29,13
AALF012891,3,2,0,2
AALF012892,6,2,2,3
AALF012893,6,2,3,3
AALF012894,9,0,2,0
AALF012895,0,0,0,0
AALF012896,0,1,0,3
AALF012898,0,0,0,0
AALF012899,0,9,0,0
AALF012900,0,0,0,0
AALF012901,0,0,0,0
AALF012906,0,0,0,0
AALF012907,0,0,0,0
AALF012909,0,0,0,0
AALF012910,1,0,0,1
AALF012911,11,22,5,19
AALF012912,169,39,13,49
AALF012913,143,6,7,12
AALF012914,598,764,594,829
AALF012915,0,0,1,0
AALF012916,0,0,0,0
AALF012918,0,0,0,0
AALF012919,0,0,0,0
AALF012920,0,0,0,0
AALF012921,0,0,0,0
AALF012922,0,0,0,0
AALF012923,0,0,0,0
AALF012924,0,0,0,0
AALF012925,0,0,0,0
AALF012926,0,0,0,0
AALF012927,0,0,0,0
AALF012928,0,0,0,0
AALF012929,0,0,0,0
AALF012930,0,0,0,0
AALF012931,0,0,0,0
AALF012932,0,0,0,0
AALF012933,0,0,0,0
AALF012934,0,0,0,0
AALF012935,0,0,0,0
AALF012936,0,0,0,0
AALF012937,0,0,0,0
AALF012938,0,0,0,0
AALF012939,0,0,0,0
AALF012940,0,0,0,0
AALF012941,82,35,9,36
AALF012942,0,0,0,0
AALF012946,0,0,0,0
AALF012947,116,80,55,65
AALF012948,0,0,0,0
AALF012949,3,0,2,0
AALF012950,3,1,0,1
AALF012951,118,48,28,22
AALF012952,3,2,4,6
AALF012953,5,4,3,2
AALF012954,0,0,0,0
AALF012955,0,0,0,1
AALF012956,0,0,0,0
AALF012957,0,0,0,0
AALF012958,2,5,6,11
AALF012959,167,91,70,37
AALF012960,165,88,48,66
AALF012961,65,12,18,10
AALF012962,354,910,630,890
AALF012963,24,9,9,22
AALF012964,0,0,0,0
AALF012966,0,0,0,0
AALF012967,1012,326,297,359
AALF012968,58,0,5,5
AALF012969,59,37,22,31
AALF012970,12,7,2,0
AALF012971,60,37,20,44
AALF012978,0,0,0,0
AALF012979,0,0,0,0
AALF012980,0,0,0,0
AALF012981,1674,1324,987,282
AALF012982,0,0,0,1
AALF012983,14,31,10,16
AALF012984,0,0,0,3
AALF012985,0,0,0,0
AALF012986,0,0,0,0
AALF012987,0,0,0,0
AALF012988,0,0,0,0
AALF012989,0,0,0,0
AALF012990,2,3,1,0
AALF012992,0,0,0,0
AALF012993,0,0,0,0
AALF012994,0,0,0,0
AALF012995,0,0,0,0
AALF012996,0,0,0,0
AALF012997,60,23,11,6
AALF012999,0,0,0,0
AALF013000,204,70,72,45
AALF013001,215,232,136,228
AALF013002,46,3,7,3
AALF013003,0,0,0,0
AALF013004,0,0,0,0
AALF013006,0,0,0,0
AALF013007,2,3,0,0
AALF013008,20,4,3,0
AALF013009,182,94,39,25
AALF013010,22,10,2,9
AALF013011,679,526,339,369
AALF013012,0,0,0,0
AALF013013,0,1,0,0
AALF013014,0,0,0,0
AALF013015,0,0,0,0
AALF013016,12,13,11,14
AALF013017,0,6,0,2
AALF013018,0,0,0,0
AALF013019,0,0,0,0
AALF013020,0,0,0,1
AALF013021,0,0,0,0
AALF013022,0,0,0,0
AALF013024,297,186,106,129
AALF013026,53,36,39,38
AALF013028,493,291,193,216
AALF013029,0,2,6,1
AALF013047,149,15,18,20
AALF013048,0,0,1,1
AALF013049,0,0,0,0
AALF013050,16,1,2,0
AALF013051,86,126,96,109
AALF013052,0,0,0,0
AALF013055,0,0,0,0
AALF013056,0,1,0,0
AALF013057,13,13,7,12
AALF013058,248,136,137,186
AALF013059,0,0,0,0
AALF013060,41,44,22,48
AALF013061,0,0,0,0
AALF013062,0,0,0,0
AALF013063,871,928,527,796
AALF013065,0,0,0,0
AALF013066,1060,347,214,92
AALF013067,74,64,37,27
AALF013068,19,2,1,4
AALF013069,0,2,1,2
AALF013070,0,0,0,0
AALF013071,0,0,0,1
AALF013072,1,4,2,0
AALF013073,3,6,0,2
AALF013074,35,56,32,44
AALF013075,2,0,0,2
AALF013076,0,0,0,0
AALF013087,0,0,1,0
AALF013088,0,0,0,0
AALF013089,51,73,22,68
AALF013090,1,0,0,0
AALF013091,27,4,3,0
AALF013092,2,4,0,1
AALF013093,46,31,29,35
AALF013096,22,55,35,37
AALF013097,25,8,3,0
AALF013098,0,0,0,0
AALF013099,1,0,0,0
AALF013100,3,0,0,0
AALF013101,11,50,34,34
AALF013102,8,5,2,9
AALF013104,1,5,0,1
AALF013105,460,264,297,248
AALF013106,0,0,0,0
AALF013107,11,4,1,0
AALF013108,4,1,1,1
AALF013109,176,61,39,38
AALF013110,311,192,161,168
AALF013111,215,337,203,253
AALF013112,275,244,165,219
AALF013113,94,40,15,13
AALF013114,0,0,0,0
AALF013115,0,0,1,0
AALF013116,14,9,7,6
AALF013117,0,3,2,3
AALF013118,58,56,27,40
AALF013125,0,0,0,0
AALF013126,67,23,10,6
AALF013127,23,21,25,2
AALF013128,12,30,10,15
AALF013129,0,1,0,0
AALF013130,299,165,141,190
AALF013131,82,9,8,4
AALF013132,24,14,18,8
AALF013133,0,0,0,0
AALF013134,0,1,0,0
AALF013135,1,0,0,0
AALF013136,0,1,4,1
AALF013137,0,0,0,0
AALF013138,0,0,0,2
AALF013139,5,16,16,6
AALF013140,0,0,0,0
AALF013146,0,0,0,0
AALF013147,1,1,3,7
AALF013148,0,0,0,0
AALF013149,0,0,0,0
AALF013150,261,189,159,129
AALF013151,66,32,15,27
AALF013152,52,36,10,11
AALF013153,243,80,58,84
AALF013154,32,34,19,19
AALF013155,50,30,3,7
AALF013156,739,1029,588,867
AALF013157,235,223,140,203
AALF013158,812,860,595,809
AALF013159,0,0,0,0
AALF013160,42,9,2,3
AALF013161,31,7,4,5
AALF013162,99,22,29,7
AALF013164,24,9,5,7
AALF013168,24,3,4,7
AALF013169,0,0,0,1
AALF013170,0,0,0,0
AALF013172,1,2,0,0
AALF013173,11,13,2,14
AALF013174,163,134,99,139
AALF013175,119,91,47,55
AALF013176,154,260,237,223
AALF013177,45,30,17,22
AALF013178,0,0,0,0
AALF013179,0,0,0,1
AALF013180,0,0,0,0
AALF013181,0,0,0,0
AALF013182,3,3,8,5
AALF013183,570,725,540,642
AALF013184,0,0,0,0
AALF013185,2,0,0,1
AALF013186,1,1,1,4
AALF013191,0,0,0,0
AALF013192,141,74,16,45
AALF013193,46,3,19,30
AALF013202,1540,1097,1052,1263
AALF013203,229,79,62,25
AALF013204,110,14,14,8
AALF013205,222,79,68,46
AALF013206,17,21,5,3
AALF013207,0,0,0,0
AALF013208,0,0,0,0
AALF013211,3,3,1,1
AALF013213,1,0,0,0
AALF013214,0,0,0,0
AALF013215,0,0,0,0
AALF013216,1004,581,473,570
AALF013217,1728,1395,1201,1611
AALF013218,92,62,28,8
AALF013219,555,460,327,446
AALF013220,16,5,0,1
AALF013221,0,0,0,0
AALF013222,60,20,9,10
AALF013224,102,32,20,16
AALF013225,982,1121,757,1106
AALF013226,0,0,0,0
AALF013227,13,25,9,15
AALF013228,2042,891,386,284
AALF013229,0,0,0,0
AALF013231,209,215,126,171
AALF013232,0,0,0,0
AALF013233,18,6,6,10
AALF013234,863,1124,824,1061
AALF013235,16,3,1,0
AALF013236,0,0,0,0
AALF013237,723,865,586,659
AALF013238,266,218,118,172
AALF013239,13,12,5,2
AALF013240,10,5,2,1
AALF013241,4,0,4,7
AALF013243,53,11,3,7
AALF013244,1,0,0,0
AALF013245,0,0,0,0
AALF013246,0,0,1,0
AALF013247,3,3,5,1
AALF013248,3,0,1,0
AALF013249,29,41,41,32
AALF013250,0,0,0,0
AALF013252,7,4,5,1
AALF013253,1,0,0,0
AALF013255,15,13,6,11
AALF013256,15,9,2,5
AALF013257,26,33,10,16
AALF013258,118,151,87,149
AALF013260,23,1,3,0
AALF013273,54,41,16,31
AALF013274,242,341,263,286
AALF013275,20,26,15,14
AALF013276,0,0,0,0
AALF013277,0,0,0,0
AALF013278,0,0,0,0
AALF013280,0,0,0,0
AALF013282,0,0,0,0
AALF013283,0,0,0,0
AALF013284,0,0,0,3
AALF013285,0,0,1,0
AALF013286,0,0,0,0
AALF013287,0,0,0,0
AALF013288,117,52,25,35
AALF013289,8,2,4,4
AALF013290,251,117,90,163
AALF013291,1177,1542,1082,1370
AALF013292,85,19,11,6
AALF013294,76,125,91,153
AALF013295,224,115,74,7
AALF013296,229,85,76,48
AALF013297,71,5,5,8
AALF013298,0,0,0,0
AALF013299,0,0,0,0
AALF013305,0,0,0,0
AALF013306,235,485,268,370
AALF013308,83,27,43,14
AALF013309,84,30,44,34
AALF013310,1914,3304,2372,2666
AALF013313,0,0,0,1
AALF013316,5,7,4,3
AALF013317,0,0,0,0
AALF013319,15,36,32,27
AALF013320,0,0,0,0
AALF013321,11,22,17,22
AALF013322,0,0,0,0
AALF013323,33,47,16,40
AALF013324,21,26,11,17
AALF013328,0,0,0,0
AALF013329,0,0,0,0
AALF013331,0,0,0,0
AALF013332,0,0,0,0
AALF013333,3,0,0,0
AALF013334,25,6,14,9
AALF013335,12,3,2,0
AALF013336,251,75,59,46
AALF013337,0,0,0,0
AALF013338,0,0,0,0
AALF013341,46,44,29,47
AALF013342,2,0,0,0
AALF013344,0,0,0,0
AALF013345,3,14,4,6
AALF013350,9,6,8,6
AALF013351,15,7,10,7
AALF013352,0,5,2,1
AALF013353,32,14,13,8
AALF013355,0,0,0,0
AALF013356,0,0,0,0
AALF013357,0,0,0,0
AALF013361,0,0,0,0
AALF013362,0,0,0,0
AALF013368,1,2,0,0
AALF013371,0,0,0,0
AALF013372,0,0,0,0
AALF013373,0,0,0,0
AALF013374,0,0,0,0
AALF013375,20,1,0,0
AALF013376,30,12,5,1
AALF013378,10,3,0,5
AALF013379,2,3,8,8
AALF013380,0,0,0,0
AALF013381,10,1,6,5
AALF013382,0,0,0,0
AALF013384,5,0,0,1
AALF013385,0,0,0,0
AALF013386,14,15,3,6
AALF013387,7,13,5,8
AALF013388,0,0,0,1
AALF013389,29,33,8,16
AALF013390,155,28,32,38
AALF013391,138,96,57,23
AALF013392,42,29,13,26
AALF013394,75,73,26,28
AALF013395,9,3,3,5
AALF013396,8,8,0,3
AALF013397,0,0,0,0
AALF013398,0,0,0,0
AALF013399,1050,1484,958,1289
AALF013400,0,3,0,0
AALF013401,9,1,3,3
AALF013402,10,3,5,1
AALF013403,54,38,20,18
AALF013404,0,4,8,0
AALF013405,531,399,273,352
AALF013406,5,0,0,0
AALF013407,43,52,31,38
AALF013408,18,7,3,0
AALF013409,0,0,0,0
AALF013410,714,447,439,501
AALF013411,0,0,1,0
AALF013412,43,20,20,12
AALF013413,0,0,0,0
AALF013414,44,32,24,26
AALF013415,121,145,91,66
AALF013417,0,0,0,0
AALF013418,0,0,0,0
AALF013419,0,0,0,0
AALF013420,0,0,0,0
AALF013421,0,0,0,0
AALF013422,0,0,0,0
AALF013423,3,2,0,3
AALF013424,0,0,1,1
AALF013428,0,0,0,0
AALF013429,175,46,31,24
AALF013430,1275,1927,1361,1806
AALF013431,22,0,6,4
AALF013436,0,0,0,0
AALF013437,63,36,17,20
AALF013438,0,0,0,0
AALF013439,5,5,4,7
AALF013440,0,0,0,0
AALF013444,0,0,0,0
AALF013445,15,4,4,7
AALF013446,0,0,0,0
AALF013449,0,0,0,0
AALF013452,94,34,11,14
AALF013453,0,0,0,0
AALF013454,14,4,16,3
AALF013455,63,104,54,26
AALF013457,41,20,13,10
AALF013458,0,0,0,5
AALF013460,1,0,0,0
AALF013461,1,0,0,1
AALF013462,0,0,2,0
AALF013463,0,0,0,1
AALF013464,315,127,117,121
AALF013465,303,169,85,145
AALF013466,1038,1207,871,1233
AALF013467,0,0,0,0
AALF013468,361,380,228,458
AALF013469,0,0,0,0
AALF013470,1,0,2,1
AALF013472,288,372,195,263
AALF013473,2,4,1,0
AALF013474,284,274,210,264
AALF013475,40,8,5,10
AALF013476,161,60,35,53
AALF013477,153,52,40,79
AALF013478,97,25,20,15
AALF013479,0,0,0,0
AALF013480,0,0,0,0
AALF013481,0,0,0,0
AALF013482,6,3,1,5
AALF013483,0,0,0,0
AALF013484,138,105,72,99
AALF013485,67,6,8,0
AALF013486,77,50,36,61
AALF013487,41,6,9,0
AALF013488,30,6,8,7
AALF013489,19,6,3,2
AALF013490,34,10,5,0
AALF013491,34,0,3,0
AALF013492,0,0,0,0
AALF013493,0,0,0,0
AALF013494,0,0,0,0
AALF013497,200,201,120,189
AALF013498,128,44,38,27
AALF013499,476,398,240,371
AALF013500,123,76,60,17
AALF013501,53,30,17,5
AALF013502,194,48,30,30
AALF013503,517,326,166,314
AALF013504,119,112,60,50
AALF013505,21,10,11,1
AALF013506,0,0,0,0
AALF013508,228,217,156,167
AALF013509,223,88,57,88
AALF013510,0,0,0,0
AALF013511,126,31,22,27
AALF013513,0,0,0,2
AALF013514,5,2,6,4
AALF013515,113,118,82,104
AALF013516,85,44,40,60
AALF013517,92,57,43,52
AALF013518,4,7,6,13
AALF013527,0,0,1,0
AALF013528,17,23,15,22
AALF013529,0,0,0,0
AALF013531,0,0,0,0
AALF013532,0,0,0,0
AALF013533,0,0,0,0
AALF013534,0,0,0,0
AALF013535,25,31,15,36
AALF013537,64,96,49,8
AALF013538,0,0,0,0
AALF013539,0,0,0,0
AALF013540,0,0,0,0
AALF013541,0,0,0,0
AALF013542,118,56,36,39
AALF013543,114,132,101,142
AALF013544,39,6,4,4
AALF013545,668,470,328,437
AALF013546,186,48,22,71
AALF013548,2,0,3,2
AALF013549,53,6,15,3
AALF013550,24,8,11,12
AALF013551,45,31,27,40
AALF013552,12,4,2,0
AALF013553,26,12,1,0
AALF013554,61,14,10,0
AALF013556,0,0,0,0
AALF013557,7,8,10,8
AALF013558,0,0,0,1
AALF013559,0,1,0,0
AALF013560,0,0,0,0
AALF013562,2,4,0,1
AALF013563,0,0,1,0
AALF013565,0,1,0,0
AALF013566,0,0,0,0
AALF013567,0,0,0,0
AALF013568,0,0,0,0
AALF013569,2,0,0,0
AALF013570,1,0,0,0
AALF013571,0,0,0,0
AALF013572,0,0,0,0
AALF013573,0,0,0,0
AALF013574,0,0,0,0
AALF013575,0,0,0,0
AALF013576,0,0,0,0
AALF013577,0,0,0,0
AALF013578,0,0,0,0
AALF013579,0,0,0,0
AALF013580,0,0,0,0
AALF013581,0,0,0,0
AALF013584,20,29,13,17
AALF013586,0,0,0,0
AALF013590,227,208,224,286
AALF013591,274,457,229,304
AALF013594,0,0,0,0
AALF013595,34,25,15,17
AALF013602,0,0,0,0
AALF013603,68,8,5,11
AALF013604,0,0,0,0
AALF013605,0,0,0,0
AALF013607,0,0,0,0
AALF013608,0,0,0,0
AALF013609,0,0,2,0
AALF013610,64,160,110,84
AALF013611,18,0,3,3
AALF013612,0,0,0,2
AALF013614,142,81,69,153
AALF013615,6627,7973,5526,7045
AALF013616,1280,725,473,584
AALF013617,2283,2941,1949,2634
AALF013618,15,51,25,45
AALF013619,8,1,2,0
AALF013620,32,66,37,55
AALF013621,223,195,89,98
AALF013622,11,2,4,4
AALF013623,0,0,0,0
AALF013624,42,35,34,39
AALF013625,37,19,7,15
AALF013626,45,10,5,14
AALF013627,9,21,13,19
AALF013628,8,6,2,1
AALF013629,86,57,28,13
AALF013630,0,0,0,0
AALF013631,0,0,0,0
AALF013640,11,10,4,6
AALF013641,0,0,0,0
AALF013642,13,2,0,0
AALF013643,702,1104,749,968
AALF013644,12,3,5,3
AALF013645,2,0,0,0
AALF013646,13,12,6,3
AALF013647,0,0,0,0
AALF013648,1,0,0,0
AALF013658,47,9,4,5
AALF013659,223,72,58,70
AALF013660,111,12,9,8
AALF013662,0,0,0,0
AALF013663,6,6,1,3
AALF013664,0,0,0,0
AALF013665,0,0,0,0
AALF013666,0,0,0,0
AALF013667,57,73,61,58
AALF013668,372,226,217,240
AALF013669,64,13,22,10
AALF013670,120,156,111,140
AALF013672,1,0,1,3
AALF013673,8,5,3,9
AALF013674,22,12,3,14
AALF013675,0,0,0,0
AALF013676,0,0,0,0
AALF013677,0,0,0,0
AALF013678,0,0,0,0
AALF013679,0,0,0,0
AALF013691,36,12,4,5
AALF013699,0,1,0,0
AALF013700,81,81,38,42
AALF013701,0,0,0,0
AALF013702,0,0,0,0
AALF013703,0,0,1,0
AALF013704,0,0,0,0
AALF013705,0,0,0,0
AALF013706,0,0,0,0
AALF013707,0,0,0,0
AALF013708,0,0,0,0
AALF013709,55,11,4,3
AALF013710,31,66,26,68
AALF013711,54,110,55,26
AALF013712,14,0,0,5
AALF013713,147,150,104,44
AALF013714,1433,2661,1675,1438
AALF013715,677,595,417,619
AALF013716,3,0,0,6
AALF013717,1,0,0,0
AALF013718,37,25,14,20
AALF013719,147,242,193,261
AALF013720,204,111,72,58
AALF013722,30,10,13,10
AALF013723,573,580,407,655
AALF013724,0,0,0,0
AALF013725,0,0,0,0
AALF013726,0,0,0,0
AALF013727,477,249,201,256
AALF013728,13,12,19,12
AALF013730,0,0,0,0
AALF013731,0,0,0,0
AALF013732,0,0,0,0
AALF013733,0,0,0,0
AALF013735,0,0,0,0
AALF013736,0,0,0,0
AALF013737,0,0,0,0
AALF013738,51,34,18,7
AALF013739,18,4,3,4
AALF013740,21,2,4,7
AALF013741,0,1,0,0
AALF013743,0,0,0,0
AALF013744,0,0,0,0
AALF013745,0,0,0,0
AALF013746,0,0,0,0
AALF013747,0,0,0,0
AALF013748,0,0,0,0
AALF013752,0,0,0,0
AALF013753,0,0,0,0
AALF013760,0,0,0,0
AALF013764,0,0,0,0
AALF013765,1,0,0,0
AALF013766,24,23,23,28
AALF013767,8,4,0,4
AALF013768,2058,2639,1840,2331
AALF013769,0,0,0,0
AALF013770,0,0,0,0
AALF013771,0,0,0,0
AALF013773,10,1,1,1
AALF013774,0,0,0,0
AALF013775,22,11,15,2
AALF013776,10,6,1,2
AALF013777,11,10,6,13
AALF013780,5,3,0,0
AALF013781,0,0,0,0
AALF013782,0,0,0,0
AALF013784,84,42,12,23
AALF013785,0,0,0,0
AALF013787,63,149,95,106
AALF013788,0,0,0,0
AALF013791,21,14,4,1
AALF013792,11,0,1,0
AALF013793,89,36,19,14
AALF013794,34,17,10,21
AALF013795,25,17,9,9
AALF013796,0,0,0,0
AALF013799,6,0,0,1
AALF013800,28,10,14,3
AALF013802,301,127,131,39
AALF013803,3,1,1,0
AALF013804,1,0,0,0
AALF013805,0,0,1,0
AALF013806,144,131,88,119
AALF013807,49,77,55,63
AALF013808,328,264,215,285
AALF013809,78,34,19,19
AALF013810,0,0,0,0
AALF013811,20,6,6,2
AALF013813,0,0,0,0
AALF013817,3,0,1,0
AALF013821,5,4,1,0
AALF013822,4,3,2,0
AALF013823,0,0,0,0
AALF013824,4,5,0,4
AALF013825,21,0,2,0
AALF013826,54,44,33,24
AALF013827,13,4,9,4
AALF013828,0,3,0,0
AALF013829,15,13,13,5
AALF013830,423,487,323,431
AALF013831,107,94,60,60
AALF013832,294,304,218,288
AALF013833,1054,1471,1085,1440
AALF013834,0,0,1,0
AALF013835,0,0,0,0
AALF013836,16,9,3,4
AALF013837,0,0,0,0
AALF013838,0,0,0,0
AALF013839,24,4,9,8
AALF013840,34,12,15,2
AALF013841,168,72,49,10
AALF013842,0,0,0,0
AALF013843,0,0,0,0
AALF013844,0,0,0,0
AALF013845,0,0,0,0
AALF013846,0,0,0,0
AALF013847,0,0,0,0
AALF013848,0,0,0,0
AALF013851,0,0,0,0
AALF013852,2,1,3,2
AALF013854,17,0,0,0
AALF013855,15,1,2,0
AALF013856,1,1,0,1
AALF013857,7,1,0,1
AALF013858,1,1,0,0
AALF013859,51,31,19,15
AALF013860,9,1,1,7
AALF013861,4,15,7,6
AALF013862,0,0,0,0
AALF013864,3,15,8,8
AALF013865,19,7,4,9
AALF013866,0,0,0,0
AALF013867,0,0,0,0
AALF013868,0,0,0,0
AALF013869,27,38,13,19
AALF013871,0,0,0,0
AALF013872,0,0,0,0
AALF013873,3,0,0,1
AALF013874,7,2,5,10
AALF013877,0,1,0,2
AALF013878,0,0,0,0
AALF013879,0,0,1,0
AALF013880,176,198,140,176
AALF013881,21,21,16,12
AALF013882,99,29,26,8
AALF013902,2,0,0,1
AALF013903,0,0,0,0
AALF013904,0,0,0,0
AALF013905,0,1,0,0
AALF013906,2,0,0,0
AALF013907,0,0,0,0
AALF013908,8,0,0,4
AALF013910,145,45,31,25
AALF013911,110,29,15,26
AALF013912,0,0,0,0
AALF013913,23,8,2,11
AALF013914,213,241,175,184
AALF013915,0,0,0,0
AALF013917,83,87,45,19
AALF013923,2,4,0,1
AALF013924,189,54,43,36
AALF013925,44,17,10,12
AALF013926,42,25,3,11
AALF013927,36,18,6,8
